0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Dockgatan 23,4995000.0,Price per square meter:  57 414 kr/m²,Starting price: 4995000,Price trend:  0 kr (±0 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 3,Living area: 87,Balcony:  Ja,"Floor:  6 av 6, hiss finns",Year built: 2015,Fee:  4 967 kr/mån,Driftskostnad:  6 600 kr/år,Number of visits: 8123,,
Eva Lagerwalls väg 6,3100000.0,Price per square meter:  31 313 kr/m²,Starting price: 2995000,Price trend:  +105 000 kr (+4 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 4,Living area: 99,Balcony:  Nej,Uteplats:  Ja,"Floor:  1 av 4, hiss finns",Year built: 1993,Fee:  7 137 kr/mån,Driftskostnad:  5 760 kr/år,Number of visits: 2856,
Hagagatan 18A,3600000.0,Price per square meter:  92 308 kr/m²,Starting price: 3595000,Price trend:  +5 000 kr (±0 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 1,Living area: 39,Balcony:  Nej,Year built: 1906,Fee:  2 712 kr/mån,Number of visits: 3426,,,,
Norra catalinagränd 26,4000000.0,Price per square meter:  54 422 kr/m²,Starting price: 4190000,Price trend:  -190 000 kr (-5 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 3,Living area: 73.5,Balcony:  Nej,Uteplats:  Ja,Year built: 2006,Fee:  5 663 kr/mån,Driftskostnad:  6 000 kr/år,Number of visits: 6724,,
Fiskebyvägen 4A,1300000.0,Price per square meter:  20 635 kr/m²,Starting price: 995000,Price trend:  +305 000 kr (+31 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 2,Living area: 63,Balcony:  Ja,"Floor:  7 av 8, hiss finns",Year built: 1963,Fee:  4 714 kr/mån,Driftskostnad:  4 467 kr/år,Number of visits: 2128,,
Fredrika Bremers Gata 17,1750000.0,Price per square meter:  26 515 kr/m²,Starting price: 1795000,Price trend:  -45 000 kr (-3 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 2,Living area: 66,Balcony:  Ja,"Floor:  2 av 2, hiss finns ej",Year built: 1967,Fee:  5 605 kr/mån,Number of visits: 1179,,,
Åttagårdsgatan 3A,195000.0,Price per square meter:  3 714 kr/m²,Starting price: 195000,Price trend:  0 kr (±0 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 2,Living area: 52.5,Balcony:  Ja,"Floor:  2 av 3, hiss finns ej",Year built: 1952,Fee:  4 760 kr/mån,Driftskostnad:  2 280 kr/år,Number of visits: 732,,
"Grusåsgränd 164, 1 tr",3300000.0,Price per square meter:  51 563 kr/m²,Starting price: 3295000,Price trend:  +5 000 kr (±0 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 3,Living area: 64,Balcony:  Ja,"Floor:  1 av 3, hiss finns",Year built: 1980,Fee:  4 574 kr/mån,Driftskostnad:  5 400 kr/år,Number of visits: 1438,,
Hagmarksvägen 32,1195000.0,Price per square meter:  44 259 kr/m²,Starting price: 1295000,Price trend:  -100 000 kr (-8 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 1,Living area: 27,Balcony:  Nej,Uteplats:  Ja,"Floor:  2 av 3, hiss finns ej",Year built: 1955,Fee:  2 895 kr/mån,Number of visits: 1160,,
Tujagatan 10,1350000.0,Price per square meter:  25 000 kr/m²,Starting price: 1350000,Price trend:  0 kr (±0 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 2,Living area: 54,Balcony:  Ja,"Floor:  3 av 6, hiss finns",Year built: 2023,Fee:  3 956 kr/mån,Driftskostnad:  6 660 kr/år,Number of visits: 1070,,
Solhagsvägen 24 C,695000.0,Price per square meter:  11 880 kr/m²,Starting price: 695000,Price trend:  0 kr (±0 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 2,Living area: 58.5,Balcony:  Ja,Floor:  1 av 3,Year built: 1966,Fee:  4 141 kr/mån,Driftskostnad:  4 749 kr/år,Number of visits: 594,,
Västertorpsvägen 6,2395000.0,Price per square meter:  51 285 kr/m²,Starting price: 2395000,Price trend:  0 kr (±0 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 2,Living area: 46.7,Balcony:  Nej,Uteplats:  Ja,Year built: 2000,Fee:  4 147 kr/mån,Driftskostnad:  4 000 kr/år,Number of visits: 849,,
Simhoppsvägen 67,1850000.0,Price per square meter:  22 981 kr/m²,Starting price: 1995000,Price trend:  -145 000 kr (-7 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 3,Living area: 80.5,Balcony:  Nej,Uteplats:  Ja,Year built: 1991,Fee:  6 297 kr/mån,Driftskostnad:  12 756 kr/år,Number of visits: 1696,,
Kihlmansgatan 8H,370000.0,Price per square meter:  5 649 kr/m²,Starting price: 380000,Price trend:  -10 000 kr (-3 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 2,Living area: 65.5,Balcony:  Nej,Uteplats:  Ja,"Floor:  1 av 3, hiss finns ej",Year built: 1967,Fee:  5 521 kr/mån,Driftskostnad:  5 340 kr/år,Number of visits: 2789,
Eksätravägen 130,1940000.0,Price per square meter:  26 648 kr/m²,Starting price: 1995000,Price trend:  -55 000 kr (-3 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 3,Living area: 72.8,Balcony:  Ja,"Floor:  4 av 5, hiss finns",Year built: 1993,Fee:  6 691 kr/mån,Driftskostnad:  6 000 kr/år,Number of visits: 2041,,
Erikslustvägen 30c,975000.0,Price per square meter:  36 792 kr/m²,Starting price: 1050000,Price trend:  -75 000 kr (-7 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 1,Living area: 26.5,Balcony:  Nej,"Floor:  1 av 3, hiss finns ej",Year built: 1953,Fee:  2 082 kr/mån,Driftskostnad:  500 kr/år,Number of visits: 891,,
"Karlsbodavägen 44, vån 3",6300000.0,Price per square meter:  68 852 kr/m²,Starting price: 6195000,Price trend:  +105 000 kr (+2 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 4,Living area: 91.5,Balcony:  Ja,"Floor:  3 av 7, hiss finns",Year built: 2006,Fee:  6 784 kr/mån,Driftskostnad:  6 600 kr/år,Number of visits: 1342,,
Högsbogatan 29,2600000.0,Price per square meter:  43 333 kr/m²,Starting price: 2495000,Price trend:  +105 000 kr (+4 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 2,Living area: 60,Balcony:  Nej,"Floor:  5 av 9, hiss finns",Year built: 2010,Fee:  4 774 kr/mån,Number of visits: 3642,,,
"Radiusbacken 39, 8tr",3100000.0,Price per square meter:  81 579 kr/m²,Starting price: 2995000,Price trend:  +105 000 kr (+4 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 2,Living area: 38,Floor:  8,Year built: 2020,Fee:  2 913 kr/mån,Driftskostnad:  9 548 kr/år,Number of visits: 2039,,,
Lötvägen 7D,400000.0,Price per square meter:  5 384 kr/m²,Starting price: 650000,Price trend:  -250 000 kr (-38 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 3,Living area: 74.3,Balcony:  Ja,"Floor:  2 av 3, hiss finns ej",Year built: 1954,Fee:  5 047 kr/mån,Driftskostnad:  410 kr/år,Number of visits: 1820,,
Utsädesgatan 2 A,1475000.0,Price per square meter:  30 102 kr/m²,Starting price: 1395000,Price trend:  +80 000 kr (+6 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 1,Living area: 49,Balcony:  Nej,"Floor:  1 av 4, hiss finns ej",Year built: 1970,Fee:  3 643 kr/mån,Driftskostnad:  4 068 kr/år,Number of visits: 921,,
Vidblicksgatan 3,2850000.0,Price per square meter:  81 429 kr/m²,Starting price: 2850000,Price trend:  0 kr (±0 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 1,Living area: 35,Balcony:  Ja,"Floor:  2 av 6, hiss finns",Year built: 1936,Fee:  2 768 kr/mån,Driftskostnad:  4 104 kr/år,Number of visits: 1410,,
Storseglet 59,3650000.0,Price per square meter:  41 954 kr/m²,Starting price: 3495000,Price trend:  +155 000 kr (+4 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 4,Living area: 87,Balcony:  Ja,"Floor:  3 av 6, hiss finns",Year built: 2019,Fee:  5 947 kr/mån,Driftskostnad:  21 600 kr/år,Number of visits: 1850,,
"Badstrandsvägen 19, 2 tr",3000000.0,Price per square meter:  75 000 kr/m²,Starting price: 2950000,Price trend:  +50 000 kr (+2 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 1.5,Living area: 40,Balcony:  Ja,"Floor:  2 av 3, hiss finns ej",Year built: 1946,Fee:  2 959 kr/mån,Number of visits: 4365,,,
Edsvägen 3,1995000.0,Price per square meter:  32 545 kr/m²,Starting price: 1995000,Price trend:  0 kr (±0 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 2,Living area: 61.3,"Floor:  2 av 2, hiss finns ej",Year built: 1953,Fee:  4 458 kr/mån,Driftskostnad:  4 680 kr/år,Number of visits: 526,,,
Klintbergsgatan 5,1250000.0,Price per square meter:  23 810 kr/m²,Starting price: 1325000,Price trend:  -75 000 kr (-6 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 2,Living area: 52.5,"Floor:  1 av 2, hiss finns ej",Year built: 1946,Fee:  3 015 kr/mån,Driftskostnad:  11 520 kr/år,Number of visits: 2635,,,
Topasgatan 79,1800000.0,Price per square meter:  25 714 kr/m²,Starting price: 1850000,Price trend:  -50 000 kr (-3 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 3,Living area: 70,Balcony:  Ja,"Floor:  3 av 3, hiss finns ej",Fee:  5 282 kr/mån,Number of visits: 2831,,,,
Lilla Möllevångsgatan 3B,1700000.0,Price per square meter:  36 957 kr/m²,Starting price: 1735000,Price trend:  -35 000 kr (-2 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 2,Living area: 46,Balcony:  Ja,"Floor:  4 av 6, hiss finns",Fee:  3 023 kr/mån,Driftskostnad:  3 600 kr/år,Number of visits: 698,,,
Kapplandsgatan 44,2650000.0,Price per square meter:  40 152 kr/m²,Starting price: 2575000,Price trend:  +75 000 kr (+3 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 3,Living area: 66,"Floor:  3 av 3, hiss finns ej",Fee:  4 324 kr/mån,Driftskostnad:  3 600 kr/år,Number of visits: 440,,,,
Fyrislundsgatan 40,2485000.0,Price per square meter:  29 760 kr/m²,Starting price: 2595000,Price trend:  -110 000 kr (-4 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 3,Living area: 83.5,Balcony:  Ja,"Floor:  1 av 6, hiss finns",Year built: 1969,Fee:  3 251 kr/mån,Driftskostnad:  18 528 kr/år,Number of visits: 1872,,
Kaflegatan 1B,1025000.0,Price per square meter:  17 672 kr/m²,Starting price: 1000000,Price trend:  +25 000 kr (+3 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 2,Living area: 58,Balcony:  Ja,"Floor:  1 av 3, hiss finns ej",Year built: 1952,Fee:  4 391 kr/mån,Driftskostnad:  5 964 kr/år,Number of visits: 2324,,
Lybecksgatan 40,3000000.0,Price per square meter:  36 810 kr/m²,Starting price: 2995000,Price trend:  +5 000 kr (±0 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 3,Living area: 81.5,Uteplats:  Ja,"Floor:  1 av 4, hiss finns",Year built: 2016,Fee:  6 888 kr/mån,Driftskostnad:  7 200 kr/år,Number of visits: 1372,,
Malmabergsgatan 81B,800000.0,Price per square meter:  13 559 kr/m²,Starting price: 895000,Price trend:  -95 000 kr (-11 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 2,Living area: 59,Balcony:  Ja,Floor:  3,Fee:  3 864 kr/mån,Number of visits: 1069,,,,
Elsa Borgs gata 76,4000000.0,Price per square meter:  56 338 kr/m²,Starting price: 3695000,Price trend:  +305 000 kr (+8 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 3.5,Living area: 71,Balcony:  Ja,"Floor:  1 av 3, hiss finns ej",Year built: 1957,Fee:  5 304 kr/mån,Number of visits: 1417,,,
Mostavägen 16,1300000.0,Price per square meter:  13 265 kr/m²,Starting price: 1495000,Price trend:  -195 000 kr (-13 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 4,Living area: 98,Uteplats:  Ja,"Floor:  0, hiss finns ej",Year built: 1984,Fee:  5 200 kr/mån,Driftskostnad:  23 796 kr/år,Number of visits: 2125,,
Sara Lisas Väg 30,3280000.0,Price per square meter:  26 885 kr/m²,Starting price: 3395000,Price trend:  -115 000 kr (-3 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 5,Living area: 122,Uteplats:  Ja,Year built: 2020,Fee:  6 014 kr/mån,Driftskostnad:  29 136 kr/år,Number of visits: 3971,,,
Tegnérvägen 11,720000.0,Price per square meter:  10 000 kr/m²,Starting price: 750000,Price trend:  -30 000 kr (-4 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 3,Living area: 72,Floor:  1,Fee:  4 283 kr/mån,Number of visits: 4693,,,,,
Lisagtan 30C,625000.0,Price per square meter:  8 333 kr/m²,Starting price: 525000,Price trend:  +100 000 kr (+19 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 3,Living area: 75,Year built: 1954,Fee:  3 105 kr/mån,Driftskostnad:  6 000 kr/år,Number of visits: 2488,,,,
Tornslingan 18,1700000.0,Price per square meter:  35 052 kr/m²,Starting price: 1650000,Price trend:  +50 000 kr (+3 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 2,Living area: 48.5,Floor:  -1 av 3,Year built: 1961,Fee:  3 145 kr/mån,Driftskostnad:  10 752 kr/år,Number of visits: 334,,,
Ringvägen 36,800000.0,Price per square meter:  15 534 kr/m²,Starting price: 850000,Price trend:  -50 000 kr (-6 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 2,Living area: 51.5,"Floor:  2 av 2, hiss finns ej",Fee:  4 519 kr/mån,Driftskostnad:  3 600 kr/år,Number of visits: 571,,,,
Kabelgatan 16,2595000.0,Price per square meter:  37 071 kr/m²,Starting price: 2795000,Price trend:  -200 000 kr (-7 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 3,Living area: 70,Balcony:  Ja,"Floor:  3, hiss finns",Fee:  6 936 kr/mån,Number of visits: 2797,,,,
Ekuddsvägen 13,7200000.0,Price per square meter:  75 000 kr/m²,Starting price: 6995000,Price trend:  +205 000 kr (+3 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 4,Living area: 96,Balcony:  Ja,Uteplats:  Ja,"Floor:  -3 av 3, hiss finns",Year built: 1965,Fee:  7 171 kr/mån,Driftskostnad:  12 000 kr/år,Number of visits: 2545,
Hägerstensvägen 97A,2750000.0,Price per square meter:  72 368 kr/m²,Starting price: 2495000,Price trend:  +255 000 kr (+10 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 1,Living area: 38,Balcony:  Ja,"Floor:  5 av 6, hiss finns",Year built: 2007,Fee:  3 108 kr/mån,Driftskostnad:  5 844 kr/år,Number of visits: 3912,,
Hagalidsvägen 14,1930000.0,Price per square meter:  22 706 kr/m²,Starting price: 1695000,Price trend:  +235 000 kr (+14 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 3,Living area: 85,Uteplats:  Ja,"Floor:  1, hiss finns",Year built: 2004,Fee:  6 277 kr/mån,Number of visits: 2168,,,
Köpmansgatan 1A,2350000.0,Price per square meter:  30 921 kr/m²,Starting price: 2350000,Price trend:  0 kr (±0 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 3,Living area: 76,Balcony:  Ja,"Floor:  1 av 3, hiss finns ej",Year built: 1961,Fee:  4 501 kr/mån,Driftskostnad:  3 960 kr/år,Number of visits: 1189,,
Drivhusvägen 75,2850000.0,Price per square meter:  27 143 kr/m²,Starting price: 2950000,Price trend:  -100 000 kr (-3 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 4,Living area: 105,Uteplats:  Ja,Year built: 2014,Fee:  4 939 kr/mån,Number of visits: 11591,,,,
Mariekällgatan 32B,1600000.0,Price per square meter:  20 645 kr/m²,Starting price: 1695000,Price trend:  -95 000 kr (-6 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 3,Living area: 77.5,Balcony:  Ja,"Floor:  3 av 4, hiss finns ej",Year built: 1951,Fee:  6 088 kr/mån,Driftskostnad:  7 392 kr/år,Number of visits: 1283,,
"Engelbrektsgatan 16, 3tr",6000000.0,Price per square meter:  127 660 kr/m²,Starting price: 5995000,Price trend:  +5 000 kr (±0 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 2,Living area: 47,"Floor:  3 av 5, hiss finns",Year built: 1902,Fee:  2 624 kr/mån,Driftskostnad:  5 976 kr/år,Number of visits: 4452,,,
Luntmakargatan 59 - Juridisk köpare OK & fri andrahandsuthyrning!,5350000.0,Price per square meter:  87 705 kr/m²,Starting price: 5395000,Price trend:  -45 000 kr (-1 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 2,Living area: 61,Balcony:  Ja,"Floor:  3 av 5, hiss finns",Year built: 1943,Fee:  7 310 kr/mån,Number of visits: 8129,,,
Bogsprötsgatan 21A,1995000.0,Price per square meter:  28 500 kr/m²,Starting price: 1995000,Price trend:  0 kr (±0 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 3,Living area: 70,Balcony:  Ja,"Floor:  4 av 7, hiss finns",Year built: 2019,Fee:  4 265 kr/mån,Driftskostnad:  4 500 kr/år,Number of visits: 1554,,
Hertig Carls Väg 30,1280000.0,Price per square meter:  28 444 kr/m²,Starting price: 1295000,Price trend:  -15 000 kr (-1 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 2,Living area: 45,"Floor:  2 av 3, hiss finns ej",Fee:  3 603 kr/mån,Driftskostnad:  2 988 kr/år,Number of visits: 4599,,,,
Västmannagatan 13,3980000.0,Price per square meter:  128 387 kr/m²,Starting price: 3250000,Price trend:  +730 000 kr (+22 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 1,Living area: 31,"Floor:  0, hiss finns",Year built: 1886,Fee:  3 005 kr/mån,Number of visits: 1894,,,,
Björnspinnarvägen 90,4800000.0,Price per square meter:  30 573 kr/m²,Starting price: 4795000,Price trend:  +5 000 kr (±0 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 6,Living area: 157,Balcony:  Ja,Uteplats:  Ja,Floor:  2,Year built: 1984,Fee:  3 820 kr/mån,Driftskostnad:  21 000 kr/år,Number of visits: 5124,
Malmögatan 3a,1550000.0,Price per square meter:  17 614 kr/m²,Starting price: 1750000,Price trend:  -200 000 kr (-11 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 4,Living area: 88,"Floor:  2, hiss finns ej",Year built: 1953,Fee:  6 320 kr/mån,Driftskostnad:  6 057 kr/år,Number of visits: 2520,,,
Esplanaden 26A,1275000.0,Price per square meter:  17 466 kr/m²,Starting price: 1275000,Price trend:  0 kr (±0 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 3,Living area: 73,Balcony:  Ja,"Floor:  1 av 3, hiss finns ej",Year built: 1943,Fee:  5 030 kr/mån,Number of visits: 8220,,,
Höjdvägen 5C,3100000.0,Price per square meter:  41 892 kr/m²,Starting price: 2995000,Price trend:  +105 000 kr (+4 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 3,Living area: 74,Balcony:  Ja,"Floor:  3 av 3, hiss finns ej",Year built: 1963,Fee:  5 880 kr/mån,Number of visits: 1633,,,
Haråsgatan 15,4750000.0,Price per square meter:  54 348 kr/m²,Starting price: 4790000,Price trend:  -40 000 kr (-1 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 4,Living area: 87.4,Balcony:  Ja,"Floor:  3 av 4, hiss finns ej",Year built: 1960,Fee:  6 486 kr/mån,Number of visits: 3721,,,
Lilla Marconigatan 23,3460000.0,Price per square meter:  40 233 kr/m²,Starting price: 3395000,Price trend:  +65 000 kr (+2 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 3,Living area: 86,Balcony:  Ja,"Floor:  6 av 7, hiss finns",Year built: 2011,Fee:  5 272 kr/mån,Driftskostnad:  5 400 kr/år,Number of visits: 1092,,
Södermalmsgatan 5,1100000.0,Price per square meter:  13 366 kr/m²,Starting price: 1350000,Price trend:  -250 000 kr (-19 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 3,Living area: 82.3,Balcony:  Ja,"Floor:  1 av 3, hiss finns ej",Fee:  4 264 kr/mån,Driftskostnad:  2 208 kr/år,Number of visits: 4042,,,
Olshammarsgatan 73,1935000.0,Price per square meter:  33 947 kr/m²,Starting price: 1895000,Price trend:  +40 000 kr (+2 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 2,Living area: 57,"Floor:  1 av 3, hiss finns ej",Year built: 1960,Fee:  4 349 kr/mån,Driftskostnad:  11 352 kr/år,Number of visits: 1008,,,
Genvägen 15A,1048000.0,Price per square meter:  32 750 kr/m²,Starting price: 995000,Price trend:  +53 000 kr (+5 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 1,Living area: 32,"Floor:  -1 av 2, hiss finns ej",Year built: 1962,Fee:  1 932 kr/mån,Driftskostnad:  6 367 kr/år,Number of visits: 1205,,,
Kyrkängesvägen 5F,2850000.0,Price per square meter:  40 714 kr/m²,Starting price: 2850000,Price trend:  0 kr (±0 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 4,Living area: 70,Balcony:  Ja,Floor:  2 av 3,Fee:  4 788 kr/mån,Driftskostnad:  6 000 kr/år,Number of visits: 745,,,
Diligensvägen 102,2500000.0,Price per square meter:  36 765 kr/m²,Starting price: 2495000,Price trend:  +5 000 kr (±0 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 2,Living area: 68,Floor:  0,Year built: 1987,Fee:  5 779 kr/mån,Driftskostnad:  18 804 kr/år,Number of visits: 722,,,
Trädgårdsgatan 9A,320000.0,Price per square meter:  4 324 kr/m²,Starting price: 450000,Price trend:  -130 000 kr (-29 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 3,Living area: 74,Balcony:  Ja,"Floor:  3 av 3, hiss finns ej",Year built: 1947,Fee:  5 343 kr/mån,Driftskostnad:  7 440 kr/år,Number of visits: 4464,,
Johan Skyttes väg 372,4950000.0,Price per square meter:  76 154 kr/m²,Starting price: 4795000,Price trend:  +155 000 kr (+3 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 3,Living area: 65,Balcony:  Ja,"Floor:  2 av 3, hiss finns",Year built: 1924,Fee:  5 264 kr/mån,Driftskostnad:  9 960 kr/år,Number of visits: 952,,
Källhagsgatan 27,670000.0,Price per square meter:  17 179 kr/m²,Starting price: 795000,Price trend:  -125 000 kr (-16 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 1,Living area: 39,Floor:  3,Year built: 1959,Fee:  2 919 kr/mån,Driftskostnad:  3 360 kr/år,Number of visits: 1055,,,
Hakon Ahlbergs väg 37A,1750000.0,Price per square meter:  25 622 kr/m²,Starting price: 1800000,Price trend:  -50 000 kr (-3 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 3,Living area: 68.3,Balcony:  Ja,Uteplats:  Ja,"Floor:  1 av 2, hiss finns ej",Year built: 2011,Fee:  5 123 kr/mån,Driftskostnad:  7 176 kr/år,Number of visits: 1816,
Gävlegatan 26,4550000.0,Price per square meter:  108 333 kr/m²,Starting price: 4495000,Price trend:  +55 000 kr (+1 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 2,Living area: 42,Balcony:  Ja,"Floor:  4, hiss finns",Year built: 2017,Fee:  2 310 kr/mån,Driftskostnad:  4 428 kr/år,Number of visits: 1732,,
Holbergsgatan 42,3700000.0,Price per square meter:  54 412 kr/m²,Starting price: 3490000,Price trend:  +210 000 kr (+6 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 3,Living area: 68,Balcony:  Ja,"Floor:  1 av 3, hiss finns ej",Year built: 1952,Fee:  4 281 kr/mån,Number of visits: 1878,,,
Stationsgatan 4A,1500000.0,Price per square meter:  14 706 kr/m²,Starting price: 1600000,Price trend:  -100 000 kr (-6 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 4,Living area: 102,Balcony:  Ja,Floor:  3 av 3,Fee:  5 380 kr/mån,Driftskostnad:  7 427 kr/år,Number of visits: 4069,,,
Värtavägen 24,15000000.0,Price per square meter:  120 482 kr/m²,Starting price: 15000000,Price trend:  0 kr (±0 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 5,Living area: 124.5,Balcony:  Ja,"Floor:  3 av 6, hiss finns",Year built: 1979,Fee:  3 318 kr/mån,Driftskostnad:  6 360 kr/år,Number of visits: 3448,,
Ekhagsvägen 5,4500000.0,Price per square meter:  78 947 kr/m²,Starting price: 4400000,Price trend:  +100 000 kr (+2 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 2,Living area: 57,Balcony:  Ja,"Floor:  3 av 3, hiss finns",Year built: 1935,Fee:  3 966 kr/mån,Driftskostnad:  11 771 kr/år,Number of visits: 5839,,
Ölandsgatan 47A,3860000.0,Price per square meter:  96 500 kr/m²,Starting price: 3400000,Price trend:  +460 000 kr (+14 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 1.5,Living area: 40,Floor:  2,Year built: 1927,Fee:  2 683 kr/mån,Driftskostnad:  5 160 kr/år,Number of visits: 3744,,,
Vitsippegatan 15,3150000.0,Price per square meter:  30 882 kr/m²,Starting price: 3195000,Price trend:  -45 000 kr (-1 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 4,Living area: 102,Balcony:  Ja,"Floor:  6 av 10, hiss finns",Year built: 2023,Fee:  7 138 kr/mån,Driftskostnad:  10 548 kr/år,Number of visits: 1072,,
Lillekärr norra 30,1150000.0,Price per square meter:  15 152 kr/m²,Starting price: 1195000,Price trend:  -45 000 kr (-4 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 3,Living area: 75.9,Balcony:  Ja,"Floor:  5 av 6, hiss finns",Year built: 1973,Fee:  6 838 kr/mån,Driftskostnad:  3 000 kr/år,Number of visits: 2319,,
Inedalsgatan 15,3200000.0,Price per square meter:  139 130 kr/m²,Starting price: 2995000,Price trend:  +205 000 kr (+7 %),Property type:  Lägenhet,Tenure type:  Bostadsrätt,Number of rooms: 1,Living area: 23,Balcony:  Nej,"Floor:  4 av 7, hiss finns",Year built: 1911,Fee:  2 627 kr/mån,Driftskostnad:  2 200 kr/år,Number of visits: 4664,,
